Unnamed: 0,db_id,query,question,query_toks,query_toks_no_value,question_toks,context
2373,csu_1,SELECT sum(faculty) FROM faculty WHERE YEAR  =  2002,"How many faculty, in total, are there in the year 2002?","['SELECT' 'sum' '(' 'faculty' ')' 'FROM' 'faculty' 'WHERE' 'YEAR' '='
 '2002']","['select' 'sum' '(' 'faculty' ')' 'from' 'faculty' 'where' 'year' '='
 'value']","['How' 'many' 'faculty' ',' 'in' 'total' ',' 'are' 'there' 'in' 'the'
 'year' '2002' '?']","['CREATE TABLE ""Campuses"" ( ""Id"" INTEGER PRIMARY KEY, ""Campus"" TEXT, ""Location"" TEXT, ""County"" TEXT, ""Year"" INTEGER )', 'CREATE TABLE ""csu_fees"" ( ""Campus"" INTEGER PRIMARY KEY, ""Year"" INTEGER, ""CampusFee"" INTEGER, FOREIGN KEY (Campus) REFERENCES Campuses(Id) )', 'CREATE TABLE ""degrees"" ( ""Year"" INTEGER, ""Campus"" INTEGER, ""Degrees"" INTEGER, PRIMARY KEY (Year, Campus), FOREIGN KEY (Campus) REFERENCES Campuses(Id) )', 'CREATE TABLE ""discipline_enrollments"" ( ""Campus"" INTEGER, ""Discipline"" INTEGER, ""Year"" INTEGER, ""Undergraduate"" INTEGER, ""Graduate"" INTEGER, PRIMARY KEY (Campus, Discipline), FOREIGN KEY (Campus) REFERENCES Campuses(Id) )', 'CREATE TABLE ""enrollments"" ( ""Campus"" INTEGER, ""Year"" INTEGER, ""TotalEnrollment_AY"" INTEGER, ""FTE_AY"" INTEGER, PRIMARY KEY(Campus, Year), FOREIGN KEY (Campus) REFERENCES Campuses(Id) )', 'CREATE TABLE ""faculty"" ( ""Campus"" INTEGER, ""Year"" INTEGER, ""Faculty"" REAL, FOREIGN KEY (Campus) REFERENCES Campuses(Id) )']"
106,student_assessment,"SELECT T2.student_id FROM courses AS T1 JOIN student_course_registrations AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""statistics"" ORDER BY T2.registration_date",What are the ids of the students who registered course statistics by order of registration date?,"['SELECT' 'T2.student_id' 'FROM' 'courses' 'AS' 'T1' 'JOIN'
 'student_course_registrations' 'AS' 'T2' 'ON' 'T1.course_id' '='
 'T2.course_id' 'WHERE' 'T1.course_name' '=' '``' 'statistics' ""''""
 'ORDER' 'BY' 'T2.registration_date']","['select' 't2' '.' 'student_id' 'from' 'courses' 'as' 't1' 'join'
 'student_course_registrations' 'as' 't2' 'on' 't1' '.' 'course_id' '='
 't2' '.' 'course_id' 'where' 't1' '.' 'course_name' '=' 'value' 'order'
 'by' 't2' '.' 'registration_date']","['What' 'are' 'the' 'ids' 'of' 'the' 'students' 'who' 'registered'
 'course' 'statistics' 'by' 'order' 'of' 'registration' 'date' '?']","['CREATE TABLE Addresses ( address_id INTEGER NOT NULL, line_1 VARCHAR(80), line_2 VARCHAR(80), city VARCHAR(50), zip_postcode CHAR(20), state_province_county VARCHAR(50), country VARCHAR(50), PRIMARY KEY (address_id) )', 'CREATE TABLE People ( person_id INTEGER NOT NULL, first_name VARCHAR(255), middle_name VARCHAR(255), last_name VARCHAR(255), cell_mobile_number VARCHAR(40), email_address VARCHAR(40), login_name VARCHAR(40), password VARCHAR(40), PRIMARY KEY (person_id) )', 'CREATE TABLE Students ( student_id INTEGER NOT NULL, student_details VARCHAR(255), PRIMARY KEY (student_id), FOREIGN KEY (student_id) REFERENCES People (person_id) )', 'CREATE TABLE Courses ( course_id VARCHAR(100) NOT NULL, course_name VARCHAR(120), course_description VARCHAR(255), other_details VARCHAR(255), PRIMARY KEY (course_id) )', 'CREATE TABLE People_Addresses ( person_address_id INTEGER NOT NULL, person_id INTEGER NOT NULL, address_id INTEGER NOT NULL, date_from DATETIME, date_to DATETIME, PRIMARY KEY (person_address_id), FOREIGN KEY (person_id) REFERENCES People (person_id), FOREIGN KEY (address_id) REFERENCES Addresses (address_id) )', 'CREATE TABLE Student_Course_Registrations ( student_id INTEGER NOT NULL, course_id INTEGER NOT NULL, registration_date DATETIME NOT NULL, PRIMARY KEY (student_id, course_id), FOREIGN KEY (student_id) REFERENCES Students (student_id), FOREIGN KEY (course_id) REFERENCES Courses (course_id) )', 'CREATE TABLE Student_Course_Attendance ( student_id INTEGER NOT NULL, course_id INTEGER NOT NULL, date_of_attendance DATETIME NOT NULL, PRIMARY KEY (student_id, course_id), FOREIGN KEY (student_id, course_id) REFERENCES Student_Course_Registrations (student_id,course_id) )', 'CREATE TABLE Candidates ( candidate_id INTEGER NOT NULL , candidate_details VARCHAR(255), PRIMARY KEY (candidate_id), FOREIGN KEY (candidate_id) REFERENCES People (person_id) )', 'CREATE TABLE Candidate_Assessments ( candidate_id INTEGER NOT NULL, qualification CHAR(15) NOT NULL, assessment_date DATETIME NOT NULL, asessment_outcome_code CHAR(15) NOT NULL, PRIMARY KEY (candidate_id, qualification), FOREIGN KEY (candidate_id) REFERENCES Candidates (candidate_id) )']"
847,chinook_1,"SELECT COUNT(*) FROM CUSTOMER WHERE Email LIKE ""%gmail.com%""","How many customers have email that contains ""gmail.com""?","['SELECT' 'COUNT' '(' '*' ')' 'FROM' 'CUSTOMER' 'WHERE' 'Email' 'LIKE'
 '``' '%' 'gmail.com' '%' ""''""]","['select' 'count' '(' '*' ')' 'from' 'customer' 'where' 'email' 'like'
 'value']","['How' 'many' 'customers' 'have' 'email' 'that' 'contains' '``'
 'gmail.com' ""''"" '?']","['CREATE TABLE `Album` ( `AlbumId` integer NOT NULL , `Title` varchar(160) NOT NULL , `ArtistId` integer NOT NULL , PRIMARY KEY (`AlbumId`) , CONSTRAINT `FK_AlbumArtistId` FOREIGN KEY (`ArtistId`) REFERENCES `Artist` (`ArtistId`) ON DELETE NO ACTION ON UPDATE NO ACTION )', 'CREATE TABLE `Artist` ( `ArtistId` integer NOT NULL , `Name` varchar(120) DEFAULT NULL , PRIMARY KEY (`ArtistId`) )', 'CREATE TABLE `Customer` ( `CustomerId` integer NOT NULL , `FirstName` varchar(40) NOT NULL , `LastName` varchar(20) NOT NULL , `Company` varchar(80) DEFAULT NULL , `Address` varchar(70) DEFAULT NULL , `City` varchar(40) DEFAULT NULL , `State` varchar(40) DEFAULT NULL , `Country` varchar(40) DEFAULT NULL , `PostalCode` varchar(10) DEFAULT NULL , `Phone` varchar(24) DEFAULT NULL , `Fax` varchar(24) DEFAULT NULL , `Email` varchar(60) NOT NULL , `SupportRepId` integer DEFAULT NULL , PRIMARY KEY (`CustomerId`) , CONSTRAINT `FK_CustomerSupportRepId` FOREIGN KEY (`SupportRepId`) REFERENCES `Employee` (`EmployeeId`) ON DELETE NO ACTION ON UPDATE NO ACTION )', 'CREATE TABLE `Employee` ( `EmployeeId` integer NOT NULL , `LastName` varchar(20) NOT NULL , `FirstName` varchar(20) NOT NULL , `Title` varchar(30) DEFAULT NULL , `ReportsTo` integer DEFAULT NULL , `BirthDate` datetime DEFAULT NULL , `HireDate` datetime DEFAULT NULL , `Address` varchar(70) DEFAULT NULL , `City` varchar(40) DEFAULT NULL , `State` varchar(40) DEFAULT NULL , `Country` varchar(40) DEFAULT NULL , `PostalCode` varchar(10) DEFAULT NULL , `Phone` varchar(24) DEFAULT NULL , `Fax` varchar(24) DEFAULT NULL , `Email` varchar(60) DEFAULT NULL , PRIMARY KEY (`EmployeeId`) , CONSTRAINT `FK_EmployeeReportsTo` FOREIGN KEY (`ReportsTo`) REFERENCES `Employee` (`EmployeeId`) ON DELETE NO ACTION ON UPDATE NO ACTION )', 'CREATE TABLE `Genre` ( `GenreId` integer NOT NULL , `Name` varchar(120) DEFAULT NULL , PRIMARY KEY (`GenreId`) )', 'CREATE TABLE `Invoice` ( `InvoiceId` integer NOT NULL , `CustomerId` integer NOT NULL , `InvoiceDate` datetime NOT NULL , `BillingAddress` varchar(70) DEFAULT NULL , `BillingCity` varchar(40) DEFAULT NULL , `BillingState` varchar(40) DEFAULT NULL , `BillingCountry` varchar(40) DEFAULT NULL , `BillingPostalCode` varchar(10) DEFAULT NULL , `Total` decimal(10,2) NOT NULL , PRIMARY KEY (`InvoiceId`) , CONSTRAINT `FK_InvoiceCustomerId` FOREIGN KEY (`CustomerId`) REFERENCES `Customer` (`CustomerId`) ON DELETE NO ACTION ON UPDATE NO ACTION )', 'CREATE TABLE `InvoiceLine` ( `InvoiceLineId` integer NOT NULL , `InvoiceId` integer NOT NULL , `TrackId` integer NOT NULL , `UnitPrice` decimal(10,2) NOT NULL , `Quantity` integer NOT NULL , PRIMARY KEY (`InvoiceLineId`) , CONSTRAINT `FK_InvoiceLineInvoiceId` FOREIGN KEY (`InvoiceId`) REFERENCES `Invoice` (`InvoiceId`) ON DELETE NO ACTION ON UPDATE NO ACTION , CONSTRAINT `FK_InvoiceLineTrackId` FOREIGN KEY (`TrackId`) REFERENCES `Track` (`TrackId`) ON DELETE NO ACTION ON UPDATE NO ACTION )', 'CREATE TABLE `MediaType` ( `MediaTypeId` integer NOT NULL , `Name` varchar(120) DEFAULT NULL , PRIMARY KEY (`MediaTypeId`) )', 'CREATE TABLE `Playlist` ( `PlaylistId` integer NOT NULL , `Name` varchar(120) DEFAULT NULL , PRIMARY KEY (`PlaylistId`) )', 'CREATE TABLE `PlaylistTrack` ( `PlaylistId` integer NOT NULL , `TrackId` integer NOT NULL , PRIMARY KEY (`PlaylistId`,`TrackId`) , CONSTRAINT `FK_PlaylistTrackPlaylistId` FOREIGN KEY (`PlaylistId`) REFERENCES `Playlist` (`PlaylistId`) ON DELETE NO ACTION ON UPDATE NO ACTION , CONSTRAINT `FK_PlaylistTrackTrackId` FOREIGN KEY (`TrackId`) REFERENCES `Track` (`TrackId`) ON DELETE NO ACTION ON UPDATE NO ACTION )', 'CREATE TABLE `Track` ( `TrackId` integer NOT NULL , `Name` varchar(200) NOT NULL , `AlbumId` integer DEFAULT NULL , `MediaTypeId` integer NOT NULL , `GenreId` integer DEFAULT NULL , `Composer` varchar(220) DEFAULT NULL , `Milliseconds` integer NOT NULL , `Bytes` integer DEFAULT NULL , `UnitPrice` decimal(10,2) NOT NULL , PRIMARY KEY (`TrackId`) , CONSTRAINT `FK_TrackAlbumId` FOREIGN KEY (`AlbumId`) REFERENCES `Album` (`AlbumId`) ON DELETE NO ACTION ON UPDATE NO ACTION , CONSTRAINT `FK_TrackGenreId` FOREIGN KEY (`GenreId`) REFERENCES `Genre` (`GenreId`) ON DELETE NO ACTION ON UPDATE NO ACTION , CONSTRAINT `FK_TrackMediaTypeId` FOREIGN KEY (`MediaTypeId`) REFERENCES `MediaType` (`MediaTypeId`) ON DELETE NO ACTION ON UPDATE NO ACTION )']"
3214,college_1,SELECT T1.school_code FROM department AS T1 JOIN professor AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.school_code ORDER BY count(*) LIMIT 1,Which school has the fewest professors?,"['SELECT' 'T1.school_code' 'FROM' 'department' 'AS' 'T1' 'JOIN'
 'professor' 'AS' 'T2' 'ON' 'T1.dept_code' '=' 'T2.dept_code' 'GROUP' 'BY'
 'T1.school_code' 'ORDER' 'BY' 'count' '(' '*' ')' 'LIMIT' '1']","['select' 't1' '.' 'school_code' 'from' 'department' 'as' 't1' 'join'
 'professor' 'as' 't2' 'on' 't1' '.' 'dept_code' '=' 't2' '.' 'dept_code'
 'group' 'by' 't1' '.' 'school_code' 'order' 'by' 'count' '(' '*' ')'
 'limit' 'value']",['Which' 'school' 'has' 'the' 'fewest' 'professors' '?'],"['CREATE TABLE CLASS ( CLASS_CODE varchar(5) PRIMARY KEY, CRS_CODE varchar(10), CLASS_SECTION varchar(2), CLASS_TIME varchar(20), CLASS_ROOM varchar(8), PROF_NUM int, FOREIGN KEY (CRS_CODE) REFERENCES COURSE(CRS_CODE) FOREIGN KEY (PROF_NUM) REFERENCES EMPLOYEE(EMP_NUM) )', 'CREATE TABLE COURSE ( CRS_CODE varchar(10) PRIMARY KEY, DEPT_CODE varchar(10), CRS_DESCRIPTION varchar(35), CRS_CREDIT float(8), FOREIGN KEY (DEPT_CODE) REFERENCES DEPARTMENT(DEPT_CODE) )', 'CREATE TABLE DEPARTMENT ( DEPT_CODE varchar(10) PRIMARY KEY, DEPT_NAME varchar(30), SCHOOL_CODE varchar(8), EMP_NUM int, DEPT_ADDRESS varchar(20), DEPT_EXTENSION varchar(4), FOREIGN KEY (EMP_NUM) REFERENCES EMPLOYEE(EMP_NUM) )', 'CREATE TABLE EMPLOYEE ( EMP_NUM int PRIMARY KEY, EMP_LNAME varchar(15), EMP_FNAME varchar(12), EMP_INITIAL varchar(1), EMP_JOBCODE varchar(5), EMP_HIREDATE datetime, EMP_DOB datetime )', 'CREATE TABLE ENROLL ( CLASS_CODE varchar(5), STU_NUM int, ENROLL_GRADE varchar(50), FOREIGN KEY (CLASS_CODE) REFERENCES CLASS(CLASS_CODE) FOREIGN KEY (STU_NUM) REFERENCES STUDENT(STU_NUM) )', 'CREATE TABLE PROFESSOR ( EMP_NUM int, DEPT_CODE varchar(10), PROF_OFFICE varchar(50), PROF_EXTENSION varchar(4), PROF_HIGH_DEGREE varchar(5), FOREIGN KEY (EMP_NUM) REFERENCES EMPLOYEE(EMP_NUM), FOREIGN KEY (DEPT_CODE) REFERENCES DEPARTMENT(DEPT_CODE) )', 'CREATE TABLE STUDENT ( STU_NUM int PRIMARY KEY, STU_LNAME varchar(15), STU_FNAME varchar(15), STU_INIT varchar(1), STU_DOB datetime, STU_HRS int, STU_CLASS varchar(2), STU_GPA float(8), STU_TRANSFER numeric, DEPT_CODE varchar(18), STU_PHONE varchar(4), PROF_NUM int, FOREIGN KEY (DEPT_CODE) REFERENCES DEPARTMENT(DEPT_CODE) )']"
500,allergy_1,"SELECT advisor ,  count(*) FROM Student GROUP BY advisor",How many students does each advisor have?,"['SELECT' 'advisor' ',' 'count' '(' '*' ')' 'FROM' 'Student' 'GROUP' 'BY'
 'advisor']","['select' 'advisor' ',' 'count' '(' '*' ')' 'from' 'student' 'group' 'by'
 'advisor']",['How' 'many' 'students' 'does' 'each' 'advisor' 'have' '?'],"['CREATE TABLE Allergy_Type ( Allergy VARCHAR(20) PRIMARY KEY, AllergyType VARCHAR(20) )', 'CREATE TABLE Has_Allergy ( StuID INTEGER, Allergy VARCHAR(20), FOREIGN KEY(StuID) REFERENCES Student(StuID), FOREIGN KEY(Allergy) REFERENCES Allergy_Type(Allergy) )', 'CREATE TABLE Student ( StuID INTEGER PRIMARY KEY, LName VARCHAR(12), Fname VARCHAR(12), Age INTEGER, Sex VARCHAR(1), Major INTEGER, Advisor INTEGER, city_code VARCHAR(3) )']"
6005,game_1,SELECT T2.Lname FROM Sportsinfo AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T1.onscholarship  =  'Y',Show last names for all student who are on scholarship.,"['SELECT' 'T2.Lname' 'FROM' 'Sportsinfo' 'AS' 'T1' 'JOIN' 'Student' 'AS'
 'T2' 'ON' 'T1.StuID' '=' 'T2.StuID' 'WHERE' 'T1.onscholarship' '=' ""'Y""
 ""'""]","['select' 't2' '.' 'lname' 'from' 'sportsinfo' 'as' 't1' 'join' 'student'
 'as' 't2' 'on' 't1' '.' 'stuid' '=' 't2' '.' 'stuid' 'where' 't1' '.'
 'onscholarship' '=' 'value']","['Show' 'last' 'names' 'for' 'all' 'student' 'who' 'are' 'on'
 'scholarship' '.']","['CREATE TABLE Student ( StuID INTEGER PRIMARY KEY, LName VARCHAR(12), Fname VARCHAR(12), Age INTEGER, Sex VARCHAR(1), Major INTEGER, Advisor INTEGER, city_code VARCHAR(3) )', 'CREATE TABLE Video_Games ( GameID INTEGER PRIMARY KEY, GName VARCHAR(40), GType VARCHAR(40) )', 'CREATE TABLE Plays_Games ( StuID INTEGER, GameID INTEGER, Hours_Played INTEGER, FOREIGN KEY(GameID) REFERENCES Video_Games(GameID), FOREIGN KEY(StuID) REFERENCES Student(StuID) )', 'CREATE TABLE SportsInfo ( StuID INTEGER, SportName VARCHAR(32), HoursPerWeek INTEGER, GamesPlayed INTEGER, OnScholarship VARCHAR(1), FOREIGN KEY(StuID) REFERENCES Student(StuID) )']"
502,allergy_1,SELECT advisor FROM Student GROUP BY advisor ORDER BY count(*) DESC LIMIT 1,Give the advisor with the most students.,"['SELECT' 'advisor' 'FROM' 'Student' 'GROUP' 'BY' 'advisor' 'ORDER' 'BY'
 'count' '(' '*' ')' 'DESC' 'LIMIT' '1']","['select' 'advisor' 'from' 'student' 'group' 'by' 'advisor' 'order' 'by'
 'count' '(' '*' ')' 'desc' 'limit' 'value']",['Give' 'the' 'advisor' 'with' 'the' 'most' 'students' '.'],"['CREATE TABLE Allergy_Type ( Allergy VARCHAR(20) PRIMARY KEY, AllergyType VARCHAR(20) )', 'CREATE TABLE Has_Allergy ( StuID INTEGER, Allergy VARCHAR(20), FOREIGN KEY(StuID) REFERENCES Student(StuID), FOREIGN KEY(Allergy) REFERENCES Allergy_Type(Allergy) )', 'CREATE TABLE Student ( StuID INTEGER PRIMARY KEY, LName VARCHAR(12), Fname VARCHAR(12), Age INTEGER, Sex VARCHAR(1), Major INTEGER, Advisor INTEGER, city_code VARCHAR(3) )']"
3034,loan_1,SELECT sum(acc_bal) FROM customer WHERE state  =  'Utah' OR state  =  'Texas',Find the total account balance of each customer from Utah or Texas.,"['SELECT' 'sum' '(' 'acc_bal' ')' 'FROM' 'customer' 'WHERE' 'state' '='
 ""'Utah"" ""'"" 'OR' 'state' '=' ""'Texas"" ""'""]","['select' 'sum' '(' 'acc_bal' ')' 'from' 'customer' 'where' 'state' '='
 'value' 'or' 'state' '=' 'value']","['Find' 'the' 'total' 'account' 'balance' 'of' 'each' 'customer' 'from'
 'Utah' 'or' 'Texas' '.']","['CREATE TABLE bank ( branch_ID int PRIMARY KEY, bname varchar(20), no_of_customers int, city varchar(10), state varchar(20))', 'CREATE TABLE customer ( cust_ID varchar(3) PRIMARY KEY, cust_name varchar(20), acc_type char(1), acc_bal int, no_of_loans int, credit_score int, branch_ID int, state varchar(20), FOREIGN KEY(branch_ID) REFERENCES bank(branch_ID))', 'CREATE TABLE loan ( loan_ID varchar(3) PRIMARY KEY, loan_type varchar(15), cust_ID varchar(3), branch_ID varchar(3), amount int, FOREIGN KEY(branch_ID) REFERENCES bank(branch_ID), FOREIGN KEY(Cust_ID) REFERENCES customer(Cust_ID))']"
5959,cre_Theme_park,SELECT T1.Name FROM Tourist_Attractions AS T1 JOIN Tourist_Attraction_Features AS T2 ON T1.tourist_attraction_id  =  T2.tourist_attraction_id JOIN Features AS T3 ON T2.Feature_ID  =  T3.Feature_ID WHERE T3.feature_Details  =  'park' UNION SELECT T1.Name FROM Tourist_Attractions AS T1 JOIN Tourist_Attraction_Features AS T2 ON T1.tourist_attraction_id  =  T2.tourist_attraction_id JOIN Features AS T3 ON T2.Feature_ID  =  T3.Feature_ID WHERE T3.feature_Details  =  'shopping',What are the names of the tourist attractions that have parking or shopping as their feature details?,"['SELECT' 'T1.Name' 'FROM' 'Tourist_Attractions' 'AS' 'T1' 'JOIN'
 'Tourist_Attraction_Features' 'AS' 'T2' 'ON' 'T1.tourist_attraction_id'
 '=' 'T2.tourist_attraction_id' 'JOIN' 'Features' 'AS' 'T3' 'ON'
 'T2.Feature_ID' '=' 'T3.Feature_ID' 'WHERE' 'T3.feature_Details' '='
 ""'park"" ""'"" 'UNION' 'SELECT' 'T1.Name' 'FROM' 'Tourist_Attractions' 'AS'
 'T1' 'JOIN' 'Tourist_Attraction_Features' 'AS' 'T2' 'ON'
 'T1.tourist_attraction_id' '=' 'T2.tourist_attraction_id' 'JOIN'
 'Features' 'AS' 'T3' 'ON' 'T2.Feature_ID' '=' 'T3.Feature_ID' 'WHERE'
 'T3.feature_Details' '=' ""'shopping"" ""'""]","['select' 't1' '.' 'name' 'from' 'tourist_attractions' 'as' 't1' 'join'
 'tourist_attraction_features' 'as' 't2' 'on' 't1' '.'
 'tourist_attraction_id' '=' 't2' '.' 'tourist_attraction_id' 'join'
 'features' 'as' 't3' 'on' 't2' '.' 'feature_id' '=' 't3' '.' 'feature_id'
 'where' 't3' '.' 'feature_details' '=' 'value' 'union' 'select' 't1' '.'
 'name' 'from' 'tourist_attractions' 'as' 't1' 'join'
 'tourist_attraction_features' 'as' 't2' 'on' 't1' '.'
 'tourist_attraction_id' '=' 't2' '.' 'tourist_attraction_id' 'join'
 'features' 'as' 't3' 'on' 't2' '.' 'feature_id' '=' 't3' '.' 'feature_id'
 'where' 't3' '.' 'feature_details' '=' 'value']","['What' 'are' 'the' 'names' 'of' 'the' 'tourist' 'attractions' 'that'
 'have' 'parking' 'or' 'shopping' 'as' 'their' 'feature' 'details' '?']","['CREATE TABLE Ref_Hotel_Star_Ratings ( star_rating_code CHAR(15) NOT NULL, star_rating_description VARCHAR(80), PRIMARY KEY (star_rating_code), UNIQUE (star_rating_code) )', 'CREATE TABLE Locations ( Location_ID INTEGER NOT NULL, Location_Name VARCHAR(255), Address VARCHAR(255), Other_Details VARCHAR(255), PRIMARY KEY (Location_ID) )', 'CREATE TABLE Ref_Attraction_Types ( Attraction_Type_Code CHAR(15) NOT NULL, Attraction_Type_Description VARCHAR(255), PRIMARY KEY (Attraction_Type_Code), UNIQUE (Attraction_Type_Code) )', 'CREATE TABLE Visitors ( Tourist_ID INTEGER NOT NULL, Tourist_Details VARCHAR(255), PRIMARY KEY (Tourist_ID), UNIQUE (Tourist_ID) )', 'CREATE TABLE Features ( Feature_ID INTEGER NOT NULL, Feature_Details VARCHAR(255), PRIMARY KEY (Feature_ID) )', 'CREATE TABLE Hotels ( hotel_id INTEGER NOT NULL, star_rating_code CHAR(15) NOT NULL, pets_allowed_yn CHAR(1), price_range real, other_hotel_details VARCHAR(255), PRIMARY KEY (hotel_id), FOREIGN KEY (star_rating_code) REFERENCES Ref_Hotel_Star_Ratings (star_rating_code) )', 'CREATE TABLE Tourist_Attractions ( Tourist_Attraction_ID INTEGER NOT NULL, Attraction_Type_Code CHAR(15) NOT NULL, Location_ID INTEGER NOT NULL, How_to_Get_There VARCHAR(255), Name VARCHAR(255), Description VARCHAR(255), Opening_Hours VARCHAR(255), Other_Details VARCHAR(255), PRIMARY KEY (Tourist_Attraction_ID), FOREIGN KEY (Location_ID) REFERENCES Locations (Location_ID), FOREIGN KEY (Attraction_Type_Code) REFERENCES Ref_Attraction_Types (Attraction_Type_Code) )', 'CREATE TABLE Street_Markets ( Market_ID INTEGER NOT NULL, Market_Details VARCHAR(255), PRIMARY KEY (Market_ID), FOREIGN KEY (Market_ID) REFERENCES Tourist_Attractions (Tourist_Attraction_ID) )', 'CREATE TABLE Shops ( Shop_ID INTEGER NOT NULL, Shop_Details VARCHAR(255), PRIMARY KEY (Shop_ID), FOREIGN KEY (Shop_ID) REFERENCES Tourist_Attractions (Tourist_Attraction_ID) )', 'CREATE TABLE Museums ( Museum_ID INTEGER NOT NULL, Museum_Details VARCHAR(255), PRIMARY KEY (Museum_ID), FOREIGN KEY (Museum_ID) REFERENCES Tourist_Attractions (Tourist_Attraction_ID) )', 'CREATE TABLE Royal_Family ( Royal_Family_ID INTEGER NOT NULL, Royal_Family_Details VARCHAR(255), PRIMARY KEY (Royal_Family_ID), FOREIGN KEY (Royal_Family_ID) REFERENCES Tourist_Attractions (Tourist_Attraction_ID) )', 'CREATE TABLE Theme_Parks ( Theme_Park_ID INTEGER NOT NULL, Theme_Park_Details VARCHAR(255), PRIMARY KEY (Theme_Park_ID), FOREIGN KEY (Theme_Park_ID) REFERENCES Tourist_Attractions (Tourist_Attraction_ID) )', 'CREATE TABLE Visits ( Visit_ID INTEGER NOT NULL, Tourist_Attraction_ID INTEGER NOT NULL, Tourist_ID INTEGER NOT NULL, Visit_Date DATETIME NOT NULL, Visit_Details VARCHAR(40) NOT NULL, PRIMARY KEY (Visit_ID), FOREIGN KEY (Tourist_Attraction_ID) REFERENCES Tourist_Attractions (Tourist_Attraction_ID), FOREIGN KEY (Tourist_ID) REFERENCES Visitors (Tourist_ID) )', 'CREATE TABLE Photos ( Photo_ID INTEGER NOT NULL, Tourist_Attraction_ID INTEGER NOT NULL, Name VARCHAR(255), Description VARCHAR(255), Filename VARCHAR(255), Other_Details VARCHAR(255), PRIMARY KEY (Photo_ID), FOREIGN KEY (Tourist_Attraction_ID) REFERENCES Tourist_Attractions (Tourist_Attraction_ID) )', 'CREATE TABLE Staff ( Staff_ID INTEGER NOT NULL, Tourist_Attraction_ID INTEGER NOT NULL, Name VARCHAR(40), Other_Details VARCHAR(255), PRIMARY KEY (Staff_ID), FOREIGN KEY (Tourist_Attraction_ID) REFERENCES Tourist_Attractions (Tourist_Attraction_ID) )', 'CREATE TABLE Tourist_Attraction_Features ( Tourist_Attraction_ID INTEGER NOT NULL, Feature_ID INTEGER NOT NULL, PRIMARY KEY (Tourist_Attraction_ID, Feature_ID), FOREIGN KEY (Tourist_Attraction_ID) REFERENCES Tourist_Attractions (Tourist_Attraction_ID), FOREIGN KEY (Feature_ID) REFERENCES Features (Feature_ID) )']"
2071,party_people,"SELECT T2.party_name ,  count(*) FROM party_events AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id GROUP BY T1.party_id",Show party names and the number of events for each party.,"['SELECT' 'T2.party_name' ',' 'count' '(' '*' ')' 'FROM' 'party_events'
 'AS' 'T1' 'JOIN' 'party' 'AS' 'T2' 'ON' 'T1.party_id' '=' 'T2.party_id'
 'GROUP' 'BY' 'T1.party_id']","['select' 't2' '.' 'party_name' ',' 'count' '(' '*' ')' 'from'
 'party_events' 'as' 't1' 'join' 'party' 'as' 't2' 'on' 't1' '.'
 'party_id' '=' 't2' '.' 'party_id' 'group' 'by' 't1' '.' 'party_id']","['Show' 'party' 'names' 'and' 'the' 'number' 'of' 'events' 'for' 'each'
 'party' '.']","['CREATE TABLE ""region"" ( ""Region_ID"" int, ""Region_name"" text, ""Date"" text, ""Label"" text, ""Format"" text, ""Catalogue"" text, PRIMARY KEY (""Region_ID"") )', 'CREATE TABLE ""party"" ( ""Party_ID"" int, ""Minister"" text, ""Took_office"" text, ""Left_office"" text, ""Region_ID"" int, ""Party_name"" text, PRIMARY KEY (""Party_ID""), FOREIGN KEY (`Region_ID`) REFERENCES `region`(`Region_ID`) )', 'CREATE TABLE ""member"" ( ""Member_ID"" int, ""Member_Name"" text, ""Party_ID"" text, ""In_office"" text, PRIMARY KEY (""Member_ID""), FOREIGN KEY (`Party_ID`) REFERENCES `party`(`Party_ID`) )', 'CREATE TABLE ""party_events"" ( ""Event_ID"" int, ""Event_Name"" text, ""Party_ID"" int, ""Member_in_charge_ID"" int, PRIMARY KEY (""Event_ID""), FOREIGN KEY (`Party_ID`) REFERENCES `party`(`Party_ID`), FOREIGN KEY (`Member_in_charge_ID`) REFERENCES `member`(`Member_ID`) )']"
