,db_id,query,query_toks,question,question_toks,sql
5,StudentMathScore,"SELECT T1.school_district, max(T1.t_fed_rev / T3.average_scale_score) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 on T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state","['SELECT', 'T1.school_district,', 'max(T1.t_fed_rev', '/', 'T3.average_scale_score)', 'FROM', 'FINREV_FED_17', 'as', 'T1', 'JOIN', 'FINREV_FED_KEY_17', 'as', 'T2', 'on', 'T1.state_code', '=', 'T2.state_code', 'JOIN', 'NDECoreExcel_Math_Grade8', 'as', 'T3', 'ON', 'T2.state', '=', 'T3.state']",School with highest ratio of total revenue and average scores,"['School', 'with', 'highest', 'ratio', 'of', 'total', 'revenue', 'and', 'average', 'scores']","{'from': {'table_units': [['table_unit', 0], ['table_unit', 2], ['table_unit', 1]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 13, False], None], 'and', [False, 2, [0, [0, 14, False], None], [0, 10, False], None]]}, 'select': [False, [[0, [0, [0, 3, False], None]], [1, [4, [0, 6, False], [0, 12, False]]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
6,StudentMathScore,"SELECT T2.state, T3.average_scale_score FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state GROUP BY T2.state ORDER BY sum(T1.t_fed_rev) DESC LIMIT 1","['SELECT', 'T2.state,', 'T3.average_scale_score', 'FROM', 'FINREV_FED_KEY_17', 'as', 'T2', 'JOIN', 'FINREV_FED_17', 'as', 'T1', 'ON', 'T1.state_code', '=', 'T2.state_code', 'JOIN', 'NDECoreExcel_Math_Grade8', 'as', 'T3', 'ON', 'T2.state', '=', 'T3.state', 'GROUP', 'BY', 'T2.state', 'ORDER', 'BY', 'sum(T1.t_fed_rev)', 'DESC', 'LIMIT', '1']",Which state spent the most revenue towards schools and whats the state average score,"['Which', 'state', 'spent', 'the', 'most', 'revenue', 'towards', 'schools', 'and', 'whats', 'the', 'state', 'average', 'score']","{'from': {'table_units': [['table_unit', 2], ['table_unit', 0], ['table_unit', 1]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 13, False], None], 'and', [False, 2, [0, [0, 14, False], None], [0, 10, False], None]]}, 'select': [False, [[0, [0, [0, 14, False], None]], [0, [0, [0, 12, False], None]]]], 'where': [], 'groupBy': [[0, 14, False]], 'having': [], 'orderBy': ['desc', [[0, [4, 6, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
7,StudentMathScore,"SELECT T1.school_district, min(T1.t_fed_rev / T3.average_scale_score) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 on T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state","['SELECT', 'T1.school_district,', 'min(T1.t_fed_rev', '/', 'T3.average_scale_score)', 'FROM', 'FINREV_FED_17', 'as', 'T1', 'JOIN', 'FINREV_FED_KEY_17', 'as', 'T2', 'on', 'T1.state_code', '=', 'T2.state_code', 'JOIN', 'NDECoreExcel_Math_Grade8', 'as', 'T3', 'ON', 'T2.state', '=', 'T3.state']",School with lowest ratio of total revenue and average scores,"['School', 'with', 'lowest', 'ratio', 'of', 'total', 'revenue', 'and', 'average', 'scores']","{'from': {'table_units': [['table_unit', 0], ['table_unit', 2], ['table_unit', 1]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 13, False], None], 'and', [False, 2, [0, [0, 14, False], None], [0, 10, False], None]]}, 'select': [False, [[0, [0, [0, 3, False], None]], [2, [4, [0, 6, False], [0, 12, False]]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
8,StudentMathScore,"SELECT T2.state, T3.average_scale_score FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.state_code JOIN NDECoreExcel_Math_Grade8 as T3 ON T2.state = T3.state GROUP BY T2.state ORDER BY sum(T1.t_fed_rev) LIMIT 1","['SELECT', 'T2.state,', 'T3.average_scale_score', 'FROM', 'FINREV_FED_KEY_17', 'as', 'T2', 'JOIN', 'FINREV_FED_17', 'as', 'T1', 'ON', 'T1.state_code', '=', 'T2.state_code', 'JOIN', 'NDECoreExcel_Math_Grade8', 'as', 'T3', 'ON', 'T2.state', '=', 'T3.state', 'GROUP', 'BY', 'T2.state', 'ORDER', 'BY', 'sum(T1.t_fed_rev)', 'LIMIT', '1']",Which state spent the least revenue towards schools and whats the state average score,"['Which', 'state', 'spent', 'the', 'least', 'revenue', 'towards', 'schools', 'and', 'whats', 'the', 'state', 'average', 'score']","{'from': {'table_units': [['table_unit', 2], ['table_unit', 0], ['table_unit', 1]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 13, False], None], 'and', [False, 2, [0, [0, 14, False], None], [0, 10, False], None]]}, 'select': [False, [[0, [0, [0, 14, False], None]], [0, [0, [0, 12, False], None]]]], 'where': [], 'groupBy': [[0, 14, False]], 'having': [], 'orderBy': ['asc', [[0, [4, 6, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
9,StudentMathScore,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score DESC LIMIT 1,"['SELECT', 'state', 'FROM', 'NDECoreExcel_Math_Grade8', 'ORDER', 'BY', 'average_scale_score', 'DESC', 'LIMIT', '1']",Which state has the highest average score in math exam?,"['Which', 'state', 'has', 'the', 'highest', 'average', 'score', 'in', 'math', 'exam?']","{'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [False, [[0, [0, [0, 10, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 12, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
10,StudentMathScore,"SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""California""","['SELECT', 'average_scale_score', 'FROM', 'NDECoreExcel_Math_Grade8', 'WHERE', 'state', '=', '""California""']",What is the average match score of CA?,"['What', 'is', 'the', 'average', 'match', 'score', 'of', 'CA?']","{'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [False, [[0, [0, [0, 12, False], None]]]], 'where': [[False, 2, [0, [0, 10, False], None], '""California""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
11,StudentMathScore,"SELECT count(DISTINCT school_district) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Indiana""","['SELECT', 'count(DISTINCT', 'school_district)', 'FROM', 'FINREV_FED_17', 'as', 'T1', 'JOIN', 'FINREV_FED_KEY_17', 'as', 'T2', 'ON', 'T1.state_code', '=', 'T2.state_code', 'WHERE', 'T2.state', '=', '""Indiana""']",How many unique school districts in Indiana?,"['How', 'many', 'unique', 'school', 'districts', 'in', 'Indiana?']","{'from': {'table_units': [['table_unit', 0], ['table_unit', 2]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 13, False], None]]}, 'select': [False, [[3, [0, [0, 3, True], None]]]], 'where': [[False, 2, [0, [0, 14, False], None], '""Indiana""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
12,StudentMathScore,"SELECT state_code FROM FINREV_FED_KEY_17 WHERE state = ""Virginia""","['SELECT', 'state_code', 'FROM', 'FINREV_FED_KEY_17', 'WHERE', 'state', '=', '""Virginia""']",What is the state code of VA?,"['What', 'is', 'the', 'state', 'code', 'of', 'VA?']","{'from': {'table_units': [['table_unit', 2]], 'conds': []}, 'select': [False, [[0, [0, [0, 13, False], None]]]], 'where': [[False, 2, [0, [0, 14, False], None], '""Virginia""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
13,StudentMathScore,SELECT T2.state FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.state_code GROUP BY T2.state ORDER BY sum(t_fed_rev) DESC LIMIT 1,"['SELECT', 'T2.state', 'FROM', 'FINREV_FED_KEY_17', 'as', 'T2', 'JOIN', 'FINREV_FED_17', 'as', 'T1', 'ON', 'T1.state_code', '=', 'T2.state_code', 'GROUP', 'BY', 'T2.state', 'ORDER', 'BY', 'sum(t_fed_rev)', 'DESC', 'LIMIT', '1']",Which state get the highest revenue?,"['Which', 'state', 'get', 'the', 'highest', 'revenue?']","{'from': {'table_units': [['table_unit', 2], ['table_unit', 0]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 13, False], None]]}, 'select': [False, [[0, [0, [0, 14, False], None]]]], 'where': [], 'groupBy': [[0, 14, False]], 'having': [], 'orderBy': ['desc', [[0, [4, 6, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
14,StudentMathScore,"SELECT sum(T1.c14), sum(T1.c25) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Colorado""","['SELECT', 'sum(T1.c14),', 'sum(T1.c25)', 'FROM', 'FINREV_FED_17', 'as', 'T1', 'JOIN', 'FINREV_FED_KEY_17', 'as', 'T2', 'ON', 'T1.state_code', '=', 'T2.state_code', 'WHERE', 'T2.state', '=', '""Colorado""']",How much funding does Colorado schools receive from Title 1 and the Child Nutrition program respectively?,"['How', 'much', 'funding', 'does', 'Colorado', 'schools', 'receive', 'from', 'Title', '1', 'and', 'the', 'Child', 'Nutrition', 'program', 'respectively?']","{'from': {'table_units': [['table_unit', 0], ['table_unit', 2]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 13, False], None]]}, 'select': [False, [[4, [0, [0, 7, False], None]], [4, [0, [0, 8, False], None]]]], 'where': [[False, 2, [0, [0, 14, False], None], '""Colorado""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
15,StudentMathScore,"SELECT t_fed_rev FROM FINREV_FED_17 WHERE school_district LIKE ""%Pecatonia Area%""","['SELECT', 't_fed_rev', 'FROM', 'FINREV_FED_17', 'WHERE', 'school_district', 'LIKE', '""%Pecatonia', 'Area%""']",How much federal funding does Pecatonia Area School district get?,"['How', 'much', 'federal', 'funding', 'does', 'Pecatonia', 'Area', 'School', 'district', 'get?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 6, False], None]]]], 'where': [[False, 9, [0, [0, 3, False], None], '""%Pecatonia Area%""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
16,StudentMathScore,"SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""North Carolina"" UNION SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""South Carolina""","['SELECT', 'average_scale_score', 'FROM', 'NDECoreExcel_Math_Grade8', 'WHERE', 'state', '=', '""North', 'Carolina""', 'UNION', 'SELECT', 'average_scale_score', 'FROM', 'NDECoreExcel_Math_Grade8', 'WHERE', 'state', '=', '""South', 'Carolina""']",What are the student scores on the NAEP math exam for 8th graders in North Carolina and South Carolina?,"['What', 'are', 'the', 'student', 'scores', 'on', 'the', 'NAEP', 'math', 'exam', 'for', '8th', 'graders', 'in', 'North', 'Carolina', 'and', 'South', 'Carolina?']","{'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [False, [[0, [0, [0, 12, False], None]]]], 'where': [[False, 2, [0, [0, 10, False], None], '""North Carolina""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': {'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [False, [[0, [0, [0, 12, False], None]]]], 'where': [[False, 2, [0, [0, 10, False], None], '""South Carolina""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}, 'except': None}"
17,StudentMathScore,"SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""North Carolina"" UNION SELECT average_scale_score FROM NDECoreExcel_Math_Grade8 WHERE state = ""New York""","['SELECT', 'average_scale_score', 'FROM', 'NDECoreExcel_Math_Grade8', 'WHERE', 'state', '=', '""North', 'Carolina""', 'UNION', 'SELECT', 'average_scale_score', 'FROM', 'NDECoreExcel_Math_Grade8', 'WHERE', 'state', '=', '""New', 'York""']",What are the averge score of students in NC and in NY?,"['What', 'are', 'the', 'averge', 'score', 'of', 'students', 'in', 'NC', 'and', 'in', 'NY?']","{'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [False, [[0, [0, [0, 12, False], None]]]], 'where': [[False, 2, [0, [0, 10, False], None], '""North Carolina""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': {'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [False, [[0, [0, [0, 12, False], None]]]], 'where': [[False, 2, [0, [0, 10, False], None], '""New York""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}, 'except': None}"
18,StudentMathScore,SELECT count(*) FROM FINREV_FED_17 WHERE c25 > c14,"['SELECT', 'count(*)', 'FROM', 'FINREV_FED_17', 'WHERE', 'c25', '>', 'c14']",How many schools get higher revenue via Child Nutrition A than revenue via child left school behind act?,"['How', 'many', 'schools', 'get', 'higher', 'revenue', 'via', 'Child', 'Nutrition', 'A', 'than', 'revenue', 'via', 'child', 'left', 'school', 'behind', 'act?']","{'from': {'table_units': [['table_unit', 0]], 'conds': [[False, 3, [0, [0, 8, False], None], [0, 7, False], None]]}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
0,TheHistoryofBaseball,"SELECT T2.birth_state FROM player AS T2 JOIN hall_of_fame as T1 ON T1.player_id = T2.player_id WHERE inducted = ""Y"" GROUP BY T2.birth_state ORDER BY count(T1.player_id) DESC LIMIT 1","['SELECT', 'T2.birth_state', 'FROM', 'player', 'AS', 'T2', 'JOIN', 'hall_of_fame', 'as', 'T1', 'ON', 'T1.player_id', '=', 'T2.player_id', 'WHERE', 'inducted', '=', '""Y""', 'GROUP', 'BY', 'T2.birth_state', 'ORDER', 'BY', 'count(T1.player_id)', 'DESC', 'LIMIT', '1']",Which states have produced the largest number of candidates inducted into the hall of fame?,"['Which', 'states', 'have', 'produced', 'the', 'largest', 'number', 'of', 'candidates', 'inducted', 'into', 'the', 'hall', 'of', 'fame?']","{'from': {'table_units': [['table_unit', 4], ['table_unit', 0]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 28, False], None]]}, 'select': [False, [[0, [0, [0, 33, False], None]]]], 'where': [[False, 2, [0, [0, 7, False], None], '""Y""', None]], 'groupBy': [[0, 33, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 1, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
1,TheHistoryofBaseball,SELECT league_id FROM salary GROUP BY league_id ORDER BY sum(salary) DESC LIMIT 1,"['SELECT', 'league_id', 'FROM', 'salary', 'GROUP', 'BY', 'league_id', 'ORDER', 'BY', 'sum(salary)', 'DESC', 'LIMIT', '1']",What is the top league that pays the most to their players?,"['What', 'is', 'the', 'top', 'league', 'that', 'pays', 'the', 'most', 'to', 'their', 'players?']","{'from': {'table_units': [['table_unit', 3]], 'conds': []}, 'select': [False, [[0, [0, [0, 25, False], None]]]], 'where': [], 'groupBy': [[0, 25, False]], 'having': [], 'orderBy': ['desc', [[0, [4, 27, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
2,TheHistoryofBaseball,SELECT league_id FROM salary GROUP BY league_id ORDER BY max(salary) - min(salary) DESC LIMIT 1,"['SELECT', 'league_id', 'FROM', 'salary', 'GROUP', 'BY', 'league_id', 'ORDER', 'BY', 'max(salary)', '-', 'min(salary)', 'DESC', 'LIMIT', '1']",Which leage have the largest difference in pay among their team players?,"['Which', 'leage', 'have', 'the', 'largest', 'difference', 'in', 'pay', 'among', 'their', 'team', 'players?']","{'from': {'table_units': [['table_unit', 3]], 'conds': []}, 'select': [False, [[0, [0, [0, 25, False], None]]]], 'where': [], 'groupBy': [[0, 25, False]], 'having': [], 'orderBy': ['desc', [[1, [1, 27, False], [2, 27, False]]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
3,TheHistoryofBaseball,"SELECT avg(T2.salary) FROM salary as T2 JOIN hall_of_fame as T1 ON T1.player_id = T2.player_id WHERE T1.inducted = ""Y""","['SELECT', 'avg(T2.salary)', 'FROM', 'salary', 'as', 'T2', 'JOIN', 'hall_of_fame', 'as', 'T1', 'ON', 'T1.player_id', '=', 'T2.player_id', 'WHERE', 'T1.inducted', '=', '""Y""']",What is the average pay for players inducted into the hall of fame?,"['What', 'is', 'the', 'average', 'pay', 'for', 'players', 'inducted', 'into', 'the', 'hall', 'of', 'fame?']","{'from': {'table_units': [['table_unit', 3], ['table_unit', 0]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 26, False], None]]}, 'select': [False, [[5, [0, [0, 27, False], None]]]], 'where': [[False, 2, [0, [0, 7, False], None], '""Y""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
4,TheHistoryofBaseball,"SELECT avg(T2.salary) FROM salary as T2 JOIN hall_of_fame as T1 ON T1.player_id = T2.player_id WHERE T1.inducted = ""N""","['SELECT', 'avg(T2.salary)', 'FROM', 'salary', 'as', 'T2', 'JOIN', 'hall_of_fame', 'as', 'T1', 'ON', 'T1.player_id', '=', 'T2.player_id', 'WHERE', 'T1.inducted', '=', '""N""']",What is the average pay for players not inducted into the hall of fame?,"['What', 'is', 'the', 'average', 'pay', 'for', 'players', 'not', 'inducted', 'into', 'the', 'hall', 'of', 'fame?']","{'from': {'table_units': [['table_unit', 3], ['table_unit', 0]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 26, False], None]]}, 'select': [False, [[5, [0, [0, 27, False], None]]]], 'where': [[False, 2, [0, [0, 7, False], None], '""N""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
5,TheHistoryofBaseball,SELECT league_id FROM salary GROUP BY league_id ORDER BY avg(salary) DESC LIMIT 1,"['SELECT', 'league_id', 'FROM', 'salary', 'GROUP', 'BY', 'league_id', 'ORDER', 'BY', 'avg(salary)', 'DESC', 'LIMIT', '1']",Which leage has higher average salaries for player?,"['Which', 'leage', 'has', 'higher', 'average', 'salaries', 'for', 'player?']","{'from': {'table_units': [['table_unit', 3]], 'conds': []}, 'select': [False, [[0, [0, [0, 25, False], None]]]], 'where': [], 'groupBy': [[0, 25, False]], 'having': [], 'orderBy': ['desc', [[0, [5, 27, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
6,TheHistoryofBaseball,SELECT birth_country FROM player GROUP BY birth_country ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'birth_country', 'FROM', 'player', 'GROUP', 'BY', 'birth_country', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which Country are most baseball players from?,"['Which', 'Country', 'are', 'most', 'baseball', 'players', 'from?']","{'from': {'table_units': [['table_unit', 4]], 'conds': []}, 'select': [False, [[0, [0, [0, 32, False], None]]]], 'where': [], 'groupBy': [[0, 32, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
7,TheHistoryofBaseball,"SELECT name_first, name_last FROM player ORDER BY birth_year DESC LIMIT 1","['SELECT', 'name_first,', 'name_last', 'FROM', 'player', 'ORDER', 'BY', 'birth_year', 'DESC', 'LIMIT', '1']",Who is the youngest baseball player so far?,"['Who', 'is', 'the', 'youngest', 'baseball', 'player', 'so', 'far?']","{'from': {'table_units': [['table_unit', 4]], 'conds': []}, 'select': [False, [[0, [0, [0, 41, False], None]], [0, [0, [0, 42, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 29, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
8,TheHistoryofBaseball,SELECT league_id FROM salary GROUP BY league_id ORDER BY sum(salary) DESC LIMIT 1,"['SELECT', 'league_id', 'FROM', 'salary', 'GROUP', 'BY', 'league_id', 'ORDER', 'BY', 'sum(salary)', 'DESC', 'LIMIT', '1']",Which league gets paid the most?,"['Which', 'league', 'gets', 'paid', 'the', 'most?']","{'from': {'table_units': [['table_unit', 3]], 'conds': []}, 'select': [False, [[0, [0, [0, 25, False], None]]]], 'where': [], 'groupBy': [[0, 25, False]], 'having': [], 'orderBy': ['desc', [[0, [4, 27, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
9,TheHistoryofBaseball,"SELECT T2.points_won FROM player_award as T1 JOIN player_award_vote as T2 ON T1.player_id = T2.player_id WHERE T1.league_id = ""NL"" AND T1.award_id = ""Most Valuable Player"" AND T1.year = ""1990"" AND T2.league_id = ""NL"" AND T2.year = ""1990""","['SELECT', 'T2.points_won', 'FROM', 'player_award', 'as', 'T1', 'JOIN', 'player_award_vote', 'as', 'T2', 'ON', 'T1.player_id', '=', 'T2.player_id', 'WHERE', 'T1.league_id', '=', '""NL""', 'AND', 'T1.award_id', '=', '""Most', 'Valuable', 'Player""', 'AND', 'T1.year', '=', '""1990""', 'AND', 'T2.league_id', '=', '""NL""', 'AND', 'T2.year', '=', '""1990""']",How much points were received by the NL league's most valuable player winner in 1990?,"['How', 'much', 'points', 'were', 'received', 'by', 'the', 'NL', ""league's"", 'most', 'valuable', 'player', 'winner', 'in', '1990?']","{'from': {'table_units': [['table_unit', 1], ['table_unit', 2]], 'conds': [[False, 2, [0, [0, 10, False], None], [0, 19, False], None]]}, 'select': [False, [[0, [0, [0, 20, False], None]]]], 'where': [[False, 2, [0, [0, 13, False], None], '""NL""', None], 'and', [False, 2, [0, [0, 11, False], None], '""Most Valuable Player""', None], 'and', [False, 2, [0, [0, 12, False], None], '""1990""', None], 'and', [False, 2, [0, [0, 18, False], None], '""NL""', None], 'and', [False, 2, [0, [0, 17, False], None], '""1990""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
10,TheHistoryofBaseball,"SELECT avg( death_year - birth_year) FROM player WHERE birth_country = ""USA""","['SELECT', 'avg(', 'death_year', '-', 'birth_year)', 'FROM', 'player', 'WHERE', 'birth_country', '=', '""USA""']",What is the average age of players from USA?,"['What', 'is', 'the', 'average', 'age', 'of', 'players', 'from', 'USA?']","{'from': {'table_units': [['table_unit', 4]], 'conds': []}, 'select': [False, [[5, [1, [0, 35, False], [0, 29, False]]]]], 'where': [[False, 2, [0, [0, 32, False], None], '""USA""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
11,TheHistoryofBaseball,SELECT avg( death_year - birth_year ) FROM player,"['SELECT', 'avg(', 'death_year', '-', 'birth_year', ')', 'FROM', 'player']",What is the average lifespan of a baseball player?,"['What', 'is', 'the', 'average', 'lifespan', 'of', 'a', 'baseball', 'player?']","{'from': {'table_units': [['table_unit', 4]], 'conds': []}, 'select': [False, [[5, [1, [0, 35, False], [0, 29, False]]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
12,TheHistoryofBaseball,"SELECT votedby FROM hall_of_fame WHERE yearid = ""2000"" GROUP BY votedby ORDER BY count(*) DESC LIMIT 1","['SELECT', 'votedby', 'FROM', 'hall_of_fame', 'WHERE', 'yearid', '=', '""2000""', 'GROUP', 'BY', 'votedby', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which is the most popular voting method for Hall of Fame in 2000?,"['Which', 'is', 'the', 'most', 'popular', 'voting', 'method', 'for', 'Hall', 'of', 'Fame', 'in', '2000?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [[False, 2, [0, [0, 2, False], None], '""2000""', None]], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
13,TheHistoryofBaseball,SELECT count(*) FROM player WHERE weight > 200,"['SELECT', 'count(*)', 'FROM', 'player', 'WHERE', 'weight', '>', '200']",How many players weigh over 200 pounds?,"['How', 'many', 'players', 'weigh', 'over', '200', 'pounds?']","{'from': {'table_units': [['table_unit', 4]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [[False, 3, [0, [0, 44, False], None], 200.0, None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
14,TheHistoryofBaseball,"SELECT player_id FROM player_award WHERE year = 2010 AND award_id = ""Rookie of the Year""","['SELECT', 'player_id', 'FROM', 'player_award', 'WHERE', 'year', '=', '2010', 'AND', 'award_id', '=', '""Rookie', 'of', 'the', 'Year""']",Who is the winner of Rookie of the Year in 2010?,"['Who', 'is', 'the', 'winner', 'of', 'Rookie', 'of', 'the', 'Year', 'in', '2010?']","{'from': {'table_units': [['table_unit', 1]], 'conds': []}, 'select': [False, [[0, [0, [0, 10, False], None]]]], 'where': [[False, 2, [0, [0, 12, False], None], 2010.0, None], 'and', [False, 2, [0, [0, 11, False], None], '""Rookie of the Year""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
15,TheHistoryofBaseball,SELECT player_id FROM salary WHERE year >= 2010 ORDER BY salary DESC LIMIT 1,"['SELECT', 'player_id', 'FROM', 'salary', 'WHERE', 'year', '>=', '2010', 'ORDER', 'BY', 'salary', 'DESC', 'LIMIT', '1']",Who is the highest paid player since 2010?,"['Who', 'is', 'the', 'highest', 'paid', 'player', 'since', '2010?']","{'from': {'table_units': [['table_unit', 3]], 'conds': []}, 'select': [False, [[0, [0, [0, 26, False], None]]]], 'where': [[False, 5, [0, [0, 23, False], None], 2010.0, None]], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 27, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
16,TheHistoryofBaseball,"SELECT T2.salary FROM salary as T2 JOIN hall_of_fame as T1 ON T1.player_id = T2.player_id WHERE T1.inducted = ""Y""","['SELECT', 'T2.salary', 'FROM', 'salary', 'as', 'T2', 'JOIN', 'hall_of_fame', 'as', 'T1', 'ON', 'T1.player_id', '=', 'T2.player_id', 'WHERE', 'T1.inducted', '=', '""Y""']",What are the salaries of players who have ever enter hall of fame?,"['What', 'are', 'the', 'salaries', 'of', 'players', 'who', 'have', 'ever', 'enter', 'hall', 'of', 'fame?']","{'from': {'table_units': [['table_unit', 3], ['table_unit', 0]], 'conds': [[False, 2, [0, [0, 1, False], None], [0, 26, False], None]]}, 'select': [False, [[0, [0, [0, 27, False], None]]]], 'where': [[False, 2, [0, [0, 7, False], None], '""Y""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
